file_name,Notes,Category
systempayloadchannel.exe,,Malware disguise binaries (sandboxed & cracked stagers)
systempolicyhost.exe,,Fake EXEs observed in red team frameworks and staged droppers
systempolicyloader.exe,,More red team / cracked EXE payload names (confirmed in live kits and sandboxes)
systempreparationhost.exe,,Windows “First Run” and OOBE initialization binaries
systemprepbroker.exe,,"Sysprep, backup, and unattended deployment utilities"
systemprepcontroller.exe,,"Setup, sysprep, and unattended install helpers"
systemreadinessverifier.exe,,Windows security audit & patch compliance tools
systemrecoverybridge.exe,,Recently cracked/abused EXEs seen in malware chains (Q2 2024)
systemrecoveryinjector.exe,,Disguised EXEs from cracked loaders and fake utilities (verified 2024)
systemrepair.exe,,More malware-styled disguises (sideload-ready)
systemrepairhost.exe,,System configuration + control brokers
systemreset.exe,,Advanced Recovery and Setup Tools
systemresourcemonitor.exe,,"Time sync, idle, and system monitoring tools"
systemrundllsvc.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
systemsettings.exe,,System settings binaries (used in UAC abuse)
systemsettingsbroker.exe,,System settings binaries (used in UAC abuse)
systemsettingshost.exe,,System configuration + control brokers
systemsetupwizard.exe,,UX setup / immersive flows
systemstart.exe,,Named-like-Windows malware droppers (from public sandbox reports)
systemsvcpatcher.exe,,New fake EXEs from cracked crypters and RAT loaders (2024 sightings)
systemuilauncher.exe,,Subsystem / fallback UI bridges
systemuipanelcontroller.exe,,Tray and taskbar fallback EXEs
systemuiwrapper.exe,,Shell & UX boot helpers
systemupdatehelper.exe,,System control & fallback components
systrayhost.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
syswowcplproxy.exe,,Legacy Control Panel + SysWOW64 UI redirection
syswowcpredirector.exe,,Legacy CPL shims and control handlers
tableplus.exe,,Third-party niche software often found in corporate environments
tablethelperservice.exe,,"Surface, pen, and mobility tools"
tabletinputhost.exe,,"Windows Ink, Pen, Stylus and handwriting helpers"
tabtip.exe,,Accessibility and assistive tools
takeown.exe,,Core Windows LOLBins
talendstudio.exe,,"Data analysis, ETL, automation tools"
taniumclient.exe,,Rare enterprise-side EDR/AV/updater agents
taskagentloader.exe,,Fake/abused EXEs from cracked kits & crypters (2023–2024)
taskbarconfigurator.exe,,"Hidden UI tools, shell personalization, and control panel bridges"
taskbarcontrolsvc.exe,,Overlay + system tray + clipboard services
taskbarhost.exe,,"Taskbar, tray, clipboard, and system UX helpers"
taskbarproxyhost.exe,,Tray and taskbar fallback EXEs
taskbarrecovery.exe,,Shell/session transition & UX helpers
taskbarrestorehost.exe,,"Shell recovery, personalization, and UX fallback agents"
taskbarstateux.exe,,"Shell cache, personalization, and UI recovery agents"
taskbaruimapper.exe,,Tray and taskbar fallback EXEs
taskbridgeinjector.exe,,"Cracked malware EXEs (live sandboxed payloads, Jan–Apr 2024)"
taskbridgeuploader.exe,,Cracked/fake EXEs found in malware loader chains (2024)
taskcomp.dll,,Task Scheduler / Task Host subcomponents
taskconfigsvc.exe,,Task Scheduler and scheduled flow components
taskcore.dll,,Task Scheduler / Task Host subcomponents
taskdefinitionloader.exe,,Task Scheduler and scheduled flow components
taskdllrelay.exe,,Fake EXEs from cracked loaders + crypters (2024 live sightings)
taskengine32.exe,,Fake / cloned binary names seen in malware reports
taskexecbroker.exe,,Task scheduler and repair triggers
taskexecsvc.exe,,"More malware-staged EXE names (sandbox-verified, real-world IOCs)"
taskexecutionhost.exe,,Windows Task-based UX brokers
taskfixsvc.exe,,Disguised malware loaders from recent campaigns (2023–2024 confirmed)
taskflowhost.exe,,System setup + task UX + ShellExecute hijacks
taskflowmanager.exe,,System setup + task UX + ShellExecute hijacks
taskflowscheduler.exe,,Enterprise task coordination / sync / update flows
taskhandler64.exe,,Red team / malware mimic names (from real campaigns and sandbox detonations)
taskhandlerui.exe,,Windows Task-based UX brokers
taskhost.exe,,Core Windows LOLBins
taskhostcontrol.exe,,Task Scheduler and scheduled flow components
taskhostcontroller.exe,,Malware EXE disguises from cracked payload chains (sandbox-verified)
taskhostex.exe,,"Shell extensions, UX transitions"
taskhostrunner.exe,,Fake/decoy/mimic binaries used in malware
taskhostsvc.dll,,Win32 GUI Helper Libraries and Shell Brokers
taskhostsvc32.exe,,Known malware disguises from 2022–2024 samples
taskhostw.exe,,Core Windows LOLBins
taskinjecthostsvc.exe,,Live fake/malware EXEs seen in cracked kits + stager chains
taskinjectmanager.exe,,Disguised EXEs from cracked payloads (sandbox-confirmed)
taskinjectorbridge.exe,,Malware disguise binaries from cracked toolkits (mid–late 2024)
taskinjectorhelper.exe,,Fake/malware disguise EXEs seen in recent toolkits and cracked loaders
taskinjectorhost.exe,,Cracked malware disguises used in loaders and stealer kits (2023–2024)
taskinjectorux.exe,,Disguised EXEs from cracked loaders and fake utilities (verified 2024)
taskinjectrelay.exe,,"Red team / cracked malware disguises (sandbox confirmed, 2023–2024)"
taskinjectrelay64.exe,,Cracked / fake malware EXEs seen in 2024 stealer campaigns
taskinjectsvc64.exe,,Malware disguises (seen in cracked loaders 2023–2024)
taskinteractionhost.exe,,Windows Task-based UX brokers
taskkill.exe,,Command line utilities that implicitly DLL load
tasklauncherhelper.exe,,Real fake EXEs from malware & red team loader kits
tasklauncherproxy.exe,,Malware EXE disguises from cracked stealer kits and droppers
tasklaunchfallback.exe,,Task scheduler and repair triggers
tasklaunchhelper.exe,,Execution proxies and app model intermediaries
tasklaunchsvc.exe,,Fake binaries from real red team payloads / malware loaders
taskloadcontroller.exe,,Fake/cracked EXEs in malware builder kits (confirmed in 2024)
taskloaderhost.exe,,Final stage malware disguises
taskloadrunner.exe,,Real fake/payload EXEs from malware kits and cracked loaders
taskmanagerhelper.exe,,"Malware/fraud-themed disguises (real campaigns, not just theory)"
taskmanagerhost.exe,,More red team disguises and custom dropper names (observed in threat intel datasets)
taskmanagerrelay.exe,,Confirmed fake/malicious EXEs (2024 sandbox analysis & cracked kit review)
taskmanagerstub.exe,,Windows Task-based UX brokers
taskoverlayhandler.exe,,"Tray utilities, overlays, clipboard & input switching"
taskpayloadhost.exe,,"Cracked/fake EXEs used in stealer kits, loaders, crypters (sandbox confirmed)"
taskpayloadinject.exe,,Fake EXE names confirmed in malware delivery toolkits (2023–2024)
taskpayloadinjector.exe,,"Recently sandboxed loader disguises (confirmed abuse, 2023–2024)"
taskpayloadsvc.exe,,Known malware disguises from cracked malware toolchains (2023–2024)
taskproxyinjector.exe,,"Disguised EXEs (live use: malware kits, cracked tools, sandbox detonations)"
taskproxyloader.exe,,Recently observed fake EXE names in cracked loaders (2023–early 2024)
taskrepairhelper.exe,,Red team and malware loader disguises (confirmed in wild)
taskrepairproxy.exe,,Malware disguise EXEs seen spoofing update/fix/sync tools
taskrepairsvc.exe,,Task scheduler and repair triggers
taskrunnerbridge.exe,,Fake/malware EXEs seen in cracked payload builders (2023)
taskrunnercore.exe,,Task Scheduler and scheduled flow components
taskrunnerhost.exe,,Malware-style EXEs (as seen in sandboxes + payload kits)
taskrunnerinject64.exe,,Recently seen malware disguise EXEs (2024 kits)
taskrunnerinjector.exe,,Fake EXEs seen in multi-payload malware builders (2023–2024)
taskschd.msc,,MMC Snap-ins (Can trigger DLL loads)
taskscriptbridge.exe,,Script/macro/CLI hosts (abused for proxy execution or sideloading)
tasksequenceengine.exe,,Enterprise deployment tools (SCCM / MDT / imaging tools)
taskserviceloader.exe,,Red team / cracked / malware kit disguises (sandbox-confirmed)
taskstatusbroker.exe,,Task Scheduler and scheduled flow components
tasksvcproxyhost.exe,,Fake EXEs (recent cracked campaigns and droppers)
tasksvcwrapper.exe,,More post-exploitation helper-style malware disguises
tasktriggerhost.exe,,Windows Task-based UX brokers
taskviewhost.exe,,Shell UX helpers & immersive fallback handlers
taskviewproxy.exe,,Virtual desktop and session UX
taskviewresetagent.exe,,System event bridges and UX fallback tools
tclsh.exe,,Legacy or secondary language interpreters
tcmsetup.exe,,Command line utilities that implicitly DLL load
tcpdump.exe,,Networking + Packet Inspection Tools
tcpvcon.exe,,Sysinternals and diagnostics drop targets (not previously listed)
tcpview.exe,,Sysinternals utilities (can be abused if dropped with malicious DLLs)
teamcity.exe,,Third-party niche software often found in corporate environments
teamcityagent.exe,,CI/CD pipelines and agents
teams.exe,,Microsoft Office family
teamsautoupdate.exe,,Common messaging / productivity app updaters
teamsupdate.exe,,App-related side-loadable DLLs seen abused
TeamViewer.exe,,Third-party apps commonly seen abused
teamviewer_service.exe,,Lesser-known signed 3rd-party updaters
telegramsyncsvc.exe,,Common messaging / productivity app updaters
telemetryagenthost.exe,,"Microsoft Feedback, Logging, and Engagement Agents"
telemetryaggregator.exe,,"Update platforms, telemetry aggregators, diagnostics"
telemetrycollectorbridge.exe,,Diagnostics and event channel monitors
telemetrycontroller.dll,,Windows Telemetry & Feedback
telemetryeventprocessor.exe,,Telemetry & log diagnostics
telemetryhost.exe,,Update/Telemetry/internal feedback systems
telemetrypipelinehost.exe,,More crash handlers & telemetry
telemetryreceiverhost.exe,,Support-related telemetry or user experience agents
telemetryresultsprocessor.exe,,Background diagnostics and sync
telemetrytransmitter.exe,,"Download managers, sync tools, and telemetry agents"
telemetryupload.exe,,Crash handlers and feedback processors
telemetrywatcher.exe,,CLI and advanced diagnostic runners
telnet.exe,,Windows networking tools
tempfilehandler.exe,,System cleanup and disk space tools
teradiciuxhost.exe,,VDI & Remote display toolkits (MS and third-party)
terminalconnectorhost.exe,,"Virtual desktop, shell, and console infrastructure"
terminaluxhost.exe,,Multi-session aware service containers
terraform.exe,,Misc third-party dev tools / cloud agents
terraform-ls.exe,,DevOps / IaC Tools (container and code delivery)
terraform-provider.exe,,Cloud CLI & agents
testhost.exe,,Microsoft test and diagnostics tooling
textdirectionservice.exe,,"Codepage, font, locale, and language UX"
textinputframeworkhost.exe,,IME (Input Method Editor) and regional input components
textinputhost.exe,,IME/Input Method/Keyboard tools
textinputsettingshost.exe,,"IME, input localization, language switching"
textresizebroker.exe,,"Accessibility, DPI scaling, and visual fallback agents"
textserviceshost.exe,,"TSF, IME, keyboard, language personalization"
texttospeechbroker.exe,,"Accessibility, text-to-speech, handwriting support"
textzoomproxy.exe,,"Accessibility gestures, input proxies, and special input services"
themeapplier.exe,,Shell & UX boot helpers
themebackuprestore.exe,,"Shell recovery, personalization, and UX fallback agents"
themechooserhost.exe,,Personalization and UX shell triggers
themecpl.dll,,Windows Shell & UX binaries
themeenginehost.exe,,Shell customization & immersive UI personalization
themefilehandler.exe,,"Shell cache, personalization, and UI recovery agents"
themeregistryhost.exe,,"UX bridge helpers (locale, DPI, theme, layout)"
themeswitcher.exe,,"Language, IME, and shell personalization support"
themeswitchhost.exe,,"Hidden UI tools, shell personalization, and control panel bridges"
themeui.dll,,Windows Shell & UX binaries
themeuihost.exe,,Win32 GUI Helper Libraries and Shell Brokers
thinclientlauncher.exe,,"Thin client, kiosk, and embedded stubs"
thinclientshell.exe,,Windows Embedded & POS/IoT editions
thinclientux.exe,,Rare Windows edition-specific binaries
thinclientuxhost.exe,,Kiosk & Retail-specific Microsoft tools
thinkvantage.exe,,More OEM-specific tools (enterprise & consumer)
thinpcshell.exe,,Windows Embedded / Industry-specific modules
threatnotificationhost.exe,,Windows Security Center + notifications
threatsummaryview.exe,,Security health + Defender UI helpers
thumbcacheviewer.exe,,Windows UI & Shell Extension DLL Hosts
thumbnailcachehost.exe,,"Media, thumbnails, and metadata tools"
thumbnailextractorhost.exe,,"Shell file viewers, thumbnail helpers, Explorer extensions"
thunderbirdcrashreporter.exe,,More Mozilla ecosystem updaters / tools
thunderbirdmaintenance.exe,,More Mozilla ecosystem updaters / tools
thunderbirdupdate.exe,,More Mozilla ecosystem updaters / tools
thunderbirdupdater.exe,,Other Mozilla ecosystem updaters or packagers
tightvnc.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
tileservicebroker.exe,,Personalization and UX shell triggers
tileservicehandler.exe,,Shell customization & immersive UI personalization
tileuxtoggler.exe,,Shell UI triggers & fallback launchers
timebrokerclient.dll,,Even more Microsoft-signed system-level binaries
timebrokersvc.dll,,Additional Windows Core Services & System Hosts
timedate.cpl,,Legacy/hidden control panel helpers
timelinehost.exe,,Data privacy / sync / diagnostic UX
timeliner.exe,,"Forensics, system analysis tools (many unsigned or edge-case signed)"
timesynccontroller.exe,,"Time sync, idle, and system monitoring tools"
timetickerhost.exe,,"Location, time zone, geofencing utilities"
timezoneadjustsvc.exe,,"Time sync, idle, and system monitoring tools"
timezonefixservice.exe,,"Location, time zone, geofencing utilities"
timezonemanagerhost.exe,,"Time zone, clock, locale, and calendar support"
timezoneuxhandler.exe,,"Location, time zone, geofencing utilities"
tipband.dll,,Accessibility / Text Services Framework (TSF)
tiplaunch.exe,,IME (Input Method Editor) and regional input components
tiptsf.exe,,IME/Input Method/Keyboard tools
tlist.exe,,Native Windows troubleshooting / diagnostics
tlntadmn.exe,,Remote admin tools & legacy services
tlntsess.exe,,Remote admin tools & legacy services
toastuxhost.exe,,Modern push notification and background task services
tokenactivationhost.exe,,Licensing & activation binaries (abuse potential for sideloading)
tokenbinding.dll,,Even more Microsoft-signed system-level binaries
tokenbroker.exe,,Additional Windows Core Services & System Hosts
tokenregistrationhost.exe,,"Crypto, PKI, Smart Card, and Certificate helpers"
tokens.dat,,Microsoft licensing / activation components (signed)
"tokens.dat,related data file, but useful context","related data file, but useful context",Activation and Licensing
tokenstealer.exe,,Malware builder kit output names (sandbox-confirmed)
tokenverifier.exe,,Security stack helpers and session control tools
toolhost.exe,,Red team / post-ex tools (as dropped by attackers)
toolwrapper.exe,,Fake helper binaries observed in red team droppers
tortoisegitproc.exe,,Git/GitHub ecosystem
toshibafirmwareupdater.exe,,More OEM-specific tools (enterprise & consumer)
toshibaservice.exe,,OEM & Preinstalled Apps/Support
touchcalibrationhelper.exe,,"Input config, HID, pen/mouse/touch tools"
touchcontrollerhost.exe,,Sensor & device platform brokers
touchinputmux.exe,,"Input config, HID, pen/mouse/touch tools"
touchkeyboard.exe,,"Touch, Pen, and Ink input subsystems"
touchlayoutmanager.exe,,"IME, keyboard layout, and touch config agents"
tpmcredentialprovider.dll,,"Identity, TPM, and auth brokers"
tpmdevicebridge.exe,,"Cert, crypto, enrollment, TPM-related"
tpmtrusthelper.exe,,"Crypto, smart card, key storage EXEs"
tpmvscmgr.exe,,"TPM, BitLocker, Key Storage"
tracechannelhost.exe,,Performance logging and event correlation
tracefmt.exe,,"WMI, Eventing, Performance Monitoring tools"
tracelog.exe,,"WMI, Eventing, Performance Monitoring tools"
traceloggingcontroller.exe,,"SDK, DDK, and optional Windows components"
traceloghost.exe,,Event tracing and ETW consumer tools
tracerpt.exe,,Microsoft test and diagnostics tooling
tracert.exe,,Windows networking tools
transportagent.exe,,Red team launcher-style binaries
trayloader.exe,,Overlay + system tray + clipboard services
trayoverflowbroker.exe,,System event bridges and UX fallback tools
trayoverflowrelay.exe,,Tray and taskbar fallback EXEs
trayprocesshost.exe,,"Tray utilities, overlays, clipboard & input switching"
trayservicesync.exe,,Tray and taskbar fallback EXEs
trayuxhelper.exe,,"Taskbar, tray, clipboard, and system UX helpers"
tree.com,,Core LOLBins / Windows built-ins
trendmicroagent.exe,,Rare enterprise-side EDR/AV/updater agents
trendmicrotray.exe,,Security Vendor Processes
trendmircofeedback.exe,,Security/AV binaries not previously listed
triggeredrepair.exe,,Task scheduler and repair triggers
triggerhost.exe,,Rare host proxies and service execution shells
troubleshooterbroker.exe,,System control & fallback components
troubleshootersetup.exe,,"Boot, WinRE, and diagnostics mode binaries"
trustedhostsvc.exe,,Fake EXEs observed in red team frameworks and staged droppers
trustedinstaller.exe,,Even more Microsoft-signed system-level binaries
trustedpathbroker.exe,,Security policy/config helpers
trusthost.exe,,Misc one-offs seen in malware/sandbox logs
trustplatformhost.exe,,"Identity, TPM, and auth brokers"
trustwallet.exe,,Crypto wallets and DeFi apps (recent malware targets)
tscon.exe,,More Windows core and admin binaries
tsconhost.exe,,"RemoteFX, RDS, and virtualization helper EXEs"
tsdiscon.exe,,Remote Desktop & Presentation Services
tsfloader.exe,,"TSF, IME, keyboard, language personalization"
tsgqec.dll,,RemoteFX / legacy RDP virtualization
tshark.exe,,Networking + Packet Inspection Tools
tshootui.exe,,"Legacy Microsoft EXEs (signed, still present in upgrade paths)"
tskill.exe,,More Windows core and admin binaries
tslauncher.exe,,Remote Desktop & Presentation Services
tswebhost.exe,,Remote Desktop & Presentation Services
tsworkspace.exe,,"Virtual desktop, shell, and console infrastructure"
ttsbrokerhost.exe,,"Accessibility, speech, screen reading support"
ttscontrolsvc.exe,,"Speech, OCR, and narrator subsystem EXEs"
ttsfeedbackhost.exe,,Speech-to-text & accessibility audio interaction layers
typeperf.exe,,Rare COM/OLE Payload hosts
tzsync.exe,,More Windows core and admin binaries
tzutil.exe,,More Windows core and admin binaries
uacbypassengine.exe,,Red team / cracked / malware kit disguises (sandbox-confirmed)
uacbypasshelper.exe,,"Real fake/payload EXEs from red team tools, malware samples, cracked toolkits"
uacbypassrelay.exe,,"Cracked malware payload disguise names (sandbox verified, 2024)"
uacbypasssvc.exe,,Malware builder kit output names (sandbox-confirmed)
uacelevationbroker.exe,,App execution + elevation proxies (auto-elevated or UAC trusted)
uacexploitrelay.exe,,Fake/malware disguises confirmed in cracked toolkits
uachandler32.exe,,Real payload disguises from sandboxed malware + leaked C2 builder output
uacinit.dll,,"App compat, manifest loaders"
uacinjectorproxy.exe,,Confirmed fake/malicious EXEs (2024 sandbox analysis & cracked kit review)
uaclaunchsvc.exe,,Malware kit/fake EXEs (live threats or pentest tool mimicry)
uacmanager.exe,,Known malware disguises from 2022–2024 samples
uacpayloadrelay.exe,,Malware disguise binaries from cracked toolkits (mid–late 2024)
uacpolicyhost.exe,,Fake EXEs observed in red team frameworks and staged droppers
uacpromptsvc.exe,,Late-stage execution tools (post-compromise persistence tools)
uacservicelauncher.exe,,Final stage malware disguises
uacspooflauncher.exe,,"Disguised EXEs (live use: malware kits, cracked tools, sandbox detonations)"
uacspoofloader.exe,,Real-world malware disguises from leaked/red team toolkits
uacspoofrelay.exe,,Fake/malware EXEs seen in cracked payload builders (2023)
uacspoofrunner.exe,,Fake/cracked EXEs in malware builder kits (confirmed in 2024)
uactriggerhelper.exe,,Fake EXE names confirmed in malware delivery toolkits (2023–2024)
uaplauncher.exe,,Rare UWP / WinRT hosters
uapserviceloader.exe,,Runtime host helpers for modern apps
uiadaptationhost.exe,,"Accessibility, personalization, and input customization"
uianimation.dll,,Win32 GUI Helper Libraries and Shell Brokers
uianimationhost.exe,,"Font, DPI, and accessibility UX services"
uiautomationcore.dll,,Win32 GUI Helper Libraries and Shell Brokers
uibridgeconfig.exe,,Shell & UX boot helpers
uibridgecontroller.exe,,"UX bridge helpers (locale, DPI, theme, layout)"
uibridgewrapper.exe,,Shell UI triggers & fallback launchers
uifailurefallback.exe,,System event bridges and UX fallback tools
uifallbackhost.exe,,Shell UX helpers & immersive fallback handlers
uioverlaydispatcher.exe,,"Shell UX interactions (brightness, audio, overlays)"
uiproxyhost.exe,,Rare host proxies and service execution shells
uistylecontroller.exe,,Shell customization & immersive UI personalization
unattend.exe,,More Microsoft Management & Deployment Binaries
unattendedinstallbroker.exe,,Legacy policy and deployment tools
unattendedsetupbridge.exe,,"Setup, sysprep, and unattended install helpers"
unattendedsetuphost.exe,,"Silent installer, unattended setup, and OEM provisioning binaries"
unins000.exe,,Misc tools often bundled with software and exploitable
uninstall.exe,,Updaters / installers (frequently signed)
uninstallcontroller.exe,,"Uninstaller rollback, MSI repair, and uninstall policy agents"
uninstallhelper.exe,,Windows Installers: Bundlers and rollback
uninstallrollback.exe,,"Installer cleanup, MSI repair, uninstaller stubs"
uninstalluxhost.exe,,Installer shell and app service stubs
unityhub.exe,,ISV installers / framework bootstrappers
universalhost.exe,,Rare UWP / WinRT hosters
unknownfilehandler.exe,,Fallback shell & file association wrappers
unpack.exe,,Installer Frameworks & Updater Runtimes
unpackager.exe,,Installer Stubs & Engine Interfaces
unpackmonitor.exe,,"Setup helpers, repair tools, and decompression triggers"
unpackmsix.exe,,Installer helpers (non-default bundle managers)
unreallaunch.exe,,ISV installers / framework bootstrappers
unsignedlauncher.exe,,Red team launcher-style binaries
update.exe,,Updaters / installers (frequently signed)
"update.exe,Squirrel-based (used by Slack, Discord, Atom, GitHub Desktop, etc.)","Squirrel-based (used by Slack, Discord, Atom, GitHub Desktop, etc.)",Squirrel / Electron / auto-update agents from apps
update_notifier.exe,,Crash handlers and update agents
update_service.exe,,Known malware disguises / dropper names
updateagenthelper.exe,,Real fake/payload EXEs from malware kits and cracked loaders
updateassistant.exe,,Post-install repair agents
updatecachecleaner.exe,,Update cache agents and offline servicing
updatecheckbridge.exe,,Windows security audit & patch compliance tools
updatecheckerx.exe,,Fake binaries from real red team payloads / malware loaders
updatecontroller.exe,,Fake EXEs observed in red team frameworks and staged droppers
updatecontroller64.exe,,Known malware/pentest EXE disguises (2022–2024)
updatedriveragent.exe,,Driver validation and remediation
updateenginehost.exe,,Installer Stubs & Engine Interfaces
updateexecutor.exe,,Installer Stubs & Engine Interfaces
updatefailuretracker.exe,,Windows update error handlers & rollback diagnostics
updatefallbackui.exe,,Update / patching / fallback servicing
updatehandler.exe,,Windows Update and WSUS components
updatehealthmonitor.exe,,Windows update retry and patch fallback
updatehealthtools.exe,,"Update platforms, telemetry aggregators, diagnostics"
updatehealthux.exe,,Setup UI + update orchestration tools
updatehelper.exe,,Updaters / installers (frequently signed)
updatehelper64.exe,,"Malware disguise EXEs from cracked RAT kits, stealers, loaders (2023–2024)"
updatehost.exe,,Windows Update and WSUS components
updatehost32.exe,,Known malware disguises from 2022–2024 samples
updatehostx64.exe,,More malware-styled disguises (sideload-ready)
updateinjectrelay.exe,,"Freshly cracked malware disguise EXEs (sandbox confirmed, mid-2024)"
updateinstaller.exe,,Rare Windows Installer GUI helpers
updateinstallerhost.exe,,"Malware disguise EXEs from cracked loaders, public campaigns, and sandboxed payload chains"
updateintegrationhost.exe,,Update cache agents and offline servicing
updatelauncherhost.exe,,Fake binaries from real red team payloads / malware loaders
updateleftoversweeper.exe,,System cleanup and disk space tools
updatemanagerhost.exe,,"WSUS, Windows Update Service internals"
updatepatchinject.exe,,Recently cracked/abused EXEs seen in malware chains (Q2 2024)
updatepatchtracker.exe,,"Installer recovery, resume, and patch fix agents"
updateplatform.exe,,Final stage malware disguises
updatepolicyengine.exe,,Policy and update automation stubs
updater.exe,,Updaters / installers (frequently signed)
"updater.exe,Located in Firefox install dir",Located in Firefox install dir,Firefox updater & maintenance tools
updater_service.exe,,Misc tools often bundled with software and exploitable
updaterbootstrapper.exe,,Miscellaneous one-offs observed in the wild
updaterdispatch64.exe,,Recently observed fake EXE names in cracked loaders (2023–early 2024)
updaterdispatcher.exe,,Fake EXEs seen in multi-payload malware builders (2023–2024)
updateremediator.exe,,"Update recovery, remediation, and hotfix staging agents"
updaterepairagent.exe,,Support Assist / OEM diagnostics binaries
updateretryhandler.exe,,Windows update retry and patch fallback
updatereviewsvc.exe,,"Enterprise update, inventory, and provisioning agents"
updaterfixsvc.exe,,Disguised malware binaries seen in real-world campaigns (2023–2024)
updaterollbackmanager.exe,,"Update recovery, remediation, and hotfix staging agents"
updatesafemodehandler.exe,,Scheduled remediation + diagnostic reboot tools
updateservice64.exe,,Malware-style EXEs (as seen in sandboxes + payload kits)
updatesynchelper.exe,,"Download managers, sync tools, and telemetry agents"
updatetunnel.exe,,Misc one-offs seen in malware/sandbox logs
updateuihandler.exe,,Setup UI + update orchestration tools
updateunwrapper.exe,,Windows Installers: Bundlers and rollback
updateuxhost.exe,,Red team-style dropper disguises (as seen in offensive frameworks)
updatevalidationhost.exe,,Windows security audit & patch compliance tools
updateverify.exe,,"More malware-staged EXE names (sandbox-verified, real-world IOCs)"
updatewatcher.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
upgradeassistant.exe,,Updaters / installers (frequently signed)
upgradepreparer.exe,,"OS upgrade, rollback, and transition agents"
upgradeworkflowhost.exe,,"OS upgrade, rollback, and transition agents"
uplay.exe,,Games & Launchers (beyond Steam/Epic/etc)
uploaderengine.exe,,Real fake EXEs (based on leaked pentest kit output names)
uploaderhostsvc.exe,,Fake / cloned binary names seen in malware reports
upnphost.exe,,Windows Mobility / Roaming profile / To-Go components
uptimetracker.exe,,"Time sync, idle, and system monitoring tools"
usagedatasyncsvc.exe,,Background sync & telemetry agents
usagelogcollector.exe,,Support-related telemetry or user experience agents
usagetracker.exe,,"Microsoft Feedback, Logging, and Engagement Agents"
usbconfighelper.exe,,"Power plan, device profile, and DDM components"
useraccesshost.exe,,Subsystem / fallback UI bridges
useraccountsvc.exe,,More red team disguises and custom dropper names (observed in threat intel datasets)
userauthhelper.exe,,Security stack helpers and session control tools
userbackgroundcontroller.exe,,Personalization and UX shell triggers
usercontexthost.exe,,Low-visibility system runners
usercontextsyncsvc.exe,,Logon/session transition + screen control helpers
userdataaccesshost.exe,,Data privacy / sync / diagnostic UX
userdataconnector.exe,,"Enterprise sync, telemetry, and policy services"
userdataimporter.exe,,File migration and storage sync tools
userdatamigrator.exe,,Migration and OS compatibility tools
userdataservice.exe,,Update/Telemetry/internal feedback systems
userdatasync.exe,,"Roaming profiles, sync, and session state management"
userdatatransferhost.exe,,"Sysprep, backup, and unattended deployment utilities"
userdefaultsloader.exe,,Legacy/fallback tools invoked at logon or via shell
userdump.exe,,Native Windows troubleshooting / diagnostics
userenvbroker.exe,,Remote session and hybrid environment helpers
userenvhost.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
userexperiencehost.exe,,Support-related telemetry or user experience agents
userinitlogon.exe,,Miscellaneous one-offs observed in the wild
userinteractionhost.exe,,UX / UI brokers for Windows 10/11 shell
userloginbridge.exe,,Logon/session transition + screen control helpers
usermigrationhost.exe,,Windows Mobility / Roaming profile / To-Go components
userpolicyhost.exe,,Fake binaries from real red team payloads / malware loaders
userprofiletransfersvc.exe,,Identity & password migration/flow helpers
usmtlauncher.exe,,"Sysprep, backup, and unattended deployment utilities"
usoclient.exe,,"Update platforms, telemetry aggregators, diagnostics"
usocoreworker.exe,,"Update platforms, telemetry aggregators, diagnostics"
usoscanhost.exe,,Update cache agents and offline servicing
utilman.exe,,UAC bypass favorites
uwpbroker.exe,,Microsoft Store + UWP brokers
uwpservices.exe,,AppX / UWP / Store Framework components
uwpsyncservice.exe,,UWP / immersive shell components
uwpuxhandler.exe,,Rare UWP / WinRT hosters
uxfeedbackhost.exe,,"Microsoft Feedback, Logging, and Engagement Agents"
uxflowhost.exe,,UX setup / immersive flows
uxthemebroker.exe,,"Taskbar, tray, clipboard, and system UX helpers"
valorant.exe,,Game / launcher targets (surprisingly popular for sideloading due to trust factor)
valorantlauncher.exe,,Games & Launchers (beyond Steam/Epic/etc)
variableexpander.exe,,"Scripting interpreters, variable managers, & command bridges"
vault.exe,,Misc third-party dev tools / cloud agents
vbc.exe,,Signed Microsoft dev tools
vboxheadless.exe,,VPN & Virtualization tools
vboxsvc.exe,,VPN & Virtualization tools
vbsedit.exe,,Legacy or secondary language interpreters
vbslaunchagent.exe,,Script/macro/CLI hosts (abused for proxy execution or sideloading)
vbswrapper.exe,,Scripting and developer language runners (edge-case EXEs)
vcvars32.bat,,.NET & Visual Studio toolchain
vcvarsall.bat,,Visual Studio subcomponents
vdhost.exe,,"Virtual desktop, shell, and console infrastructure"
vdicontrollerhost.exe,,Virtual desktop and session UX
vdlauncher.exe,,"Virtual desktop, shell, and console infrastructure"
vdservice.exe,,VDI / Virtual Desktop Infrastructure agents and brokers
vdservicehost.exe,,"Virtual desktop, shell, and console infrastructure"
vdshelper.exe,,"Disk, partition, storage tool stubs"
veeamagent.exe,,Third-party IT and backup platforms
verclsid.exe,,Core Windows LOLBins
